Device,Connector,Led,X,Y,Z,line,Type
0,0,0,13,53,0,0,0
0,0,1,13,56,0,0,0
0,0,2,13,59,0,0,0
0,0,3,13,62,0,0,0
0,0,4,13,65,0,0,0
0,0,5,13,68,0,0,0
0,0,6,13,71,0,0,0
0,0,7,13,74,0,0,0
0,0,8,13,77,0,0,0
0,0,9,13,80,0,0,0
0,0,10,13,83,0,0,0
0,0,11,13,86,0,0,0
0,0,12,13,89,0,0,0
0,0,13,13,92,0,0,0
0,0,14,13,95,0,0,0
0,0,15,13,98,0,0,0
0,0,16,13,101,0,0,0
0,0,17,13,104,0,0,0
0,0,18,13,107,0,0,0
0,0,19,13,110,0,0,0
0,0,20,13,113,0,0,0
0,0,21,13,116,0,0,0
0,0,22,13,119,0,0,0
0,0,23,13,122,0,0,0
0,0,24,13,125,0,0,0
0,0,25,13,128,0,0,0
0,0,26,13,131,0,0,0
0,0,27,13,134,0,0,0
0,0,28,13,137,0,0,0
0,0,29,13,140,0,0,0
0,0,30,13,143,0,0,0
0,0,31,13,146,0,0,0
0,0,32,13,149,0,0,0
0,0,33,13,152,0,0,0
0,0,34,13,155,0,0,0
0,0,35,13,158,0,0,0
0,0,36,13,161,0,0,0
0,0,37,13,164,0,0,0
0,0,38,13,167,0,0,0
0,0,39,13,170,0,0,0
0,0,40,13,173,0,0,0
0,0,41,13,176,0,0,0
0,0,42,13,179,0,0,0
0,0,43,13,182,0,0,0
0,0,44,13,185,0,0,0
0,0,45,13,188,0,0,0
0,0,46,13,191,0,0,0
0,0,47,13,194,0,0,0
0,0,48,13,197,0,0,0
0,0,49,13,200,0,0,0
0,0,50,13,203,0,0,0
0,0,51,13,206,0,0,0
0,0,52,13,209,0,0,0
0,0,53,13,212,0,0,0
0,0,54,13,215,0,0,0
0,0,55,13,218,0,0,0
0,0,56,13,221,0,0,0
0,0,57,13,224,0,0,0
0,0,58,13,227,0,0,0
0,0,59,13,230,0,0,0
0,0,60,13,233,0,0,0
0,0,61,13,236,0,0,0
0,0,62,13,239,0,0,0
0,0,63,13,242,0,0,0
0,0,64,13,245,0,0,0
0,0,65,13,248,0,0,0
0,0,66,13,251,0,0,0
0,0,67,13,254,0,0,0
0,0,68,13,257,0,0,0
0,0,69,13,260,0,0,0
0,0,70,13,263,0,0,0
0,0,71,13,266,0,0,0
0,0,72,13,269,0,0,0
0,0,73,13,272,0,0,0
0,0,74,13,275,0,0,0
0,0,75,13,278,0,0,0
0,0,76,13,281,0,0,0
0,0,77,13,284,0,0,0
0,0,78,13,287,0,0,0
0,0,79,13,290,0,0,0
0,0,80,13,293,0,0,0
0,0,81,13,296,0,0,0
0,0,82,13,299,0,0,0
0,0,83,13,302,0,0,0
0,0,84,13,305,0,0,0
0,0,85,13,308,0,0,0
0,0,86,13,311,0,0,0
0,0,87,13,314,0,0,0
0,0,88,13,317,0,0,0
0,0,89,13,320,0,0,0
0,0,90,13,323,0,0,0
0,0,91,13,326,0,0,0
0,0,92,13,329,0,0,0
0,0,93,13,332,0,0,0
0,0,94,13,335,0,0,0
0,0,95,13,338,0,0,0
0,0,96,13,341,0,0,0
0,0,97,13,344,0,0,0
0,0,98,13,347,0,0,0
0,0,99,13,350,0,0,0
0,0,100,13,353,0,0,0
0,0,101,13,356,0,0,0
0,0,102,13,359,0,0,0
0,0,103,13,362,0,0,0
